Track name,Artists,Album,Release Date,Popularity,Track duration(minutes)
"Minnalvala (From ""Narivetta"")","Jakes Bejoy , Sid Sriram , Sithara Krishnakumar","Minnalvala (From ""Narivetta"")",2025-04-16,79,4.98425
